artifact_id,category,name,phi_coherence,utility_score,novelty_score,provenance_depth,provenance_normalized,composite_resonance,passed_gate,token_supply,fibonacci_index,weight_phi_inv,weight_phi_inv_2,weight_phi_inv_3
75227fd3d75a2694,research,Research Artifact #14,0.627154,0.791332,0.697773,27,0.1875,0.610575,False,0,9,0.618034,0.381966,0.236068
643a75bd07f2bd00,computation,Computation Artifact #15,0.336385,0.749137,0.445063,8,0.055556,0.415873,False,0,6,0.618034,0.381966,0.236068
d0a967a54e114ce6,embedding,Embedding Artifact #16,0.764625,0.799832,0.426604,11,0.076389,0.609192,False,0,9,0.618034,0.381966,0.236068
6741ff04fdcdec64,model,Model Artifact #17,0.605696,0.441504,0.197871,51,0.354167,0.457362,False,0,6,0.618034,0.381966,0.236068
c29738143def465f,dataset,Dataset Artifact #18,0.410241,0.917255,0.188158,30,0.208333,0.473803,False,0,7,0.618034,0.381966,0.236068
906a5882f64fd754,proof,Proof Artifact #19,0.466792,0.921471,0.377322,103,0.715278,0.610264,False,0,9,0.618034,0.381966,0.236068
90fbc005df3640ac,dataset,Dataset Artifact #20,0.454618,0.89016,0.184577,138,0.958333,0.605097,False,0,9,0.618034,0.381966,0.236068
ed2f05d32bd83c38,research,Research Artifact #21,0.929903,0.714274,0.167761,32,0.222222,0.638258,True,55,9,0.618034,0.381966,0.236068
705224795f075bfe,research,Research Artifact #22,0.58113,0.874633,0.62828,48,0.333333,0.625108,True,55,9,0.618034,0.381966,0.236068
797c52b4151b7306,computation,Computation Artifact #23,0.49504,0.436266,0.859893,77,0.534722,0.544661,False,0,8,0.618034,0.381966,0.236068
27e8dcf9cb2bf5e3,model,Model Artifact #24,0.701142,0.319331,0.115592,79,0.548611,0.483719,False,0,7,0.618034,0.381966,0.236068
a88bb0a14ecf7944,proof,Proof Artifact #25,0.367549,0.775652,0.299679,30,0.208333,0.437022,False,0,6,0.618034,0.381966,0.236068
a2e4ec5d4eae691a,embedding,Embedding Artifact #26,0.843474,0.230636,0.848222,77,0.534722,0.635715,True,55,9,0.618034,0.381966,0.236068
51a0b1ca7ad284a8,research,Research Artifact #27,0.506813,0.743466,0.522662,131,0.909722,0.635367,True,55,9,0.618034,0.381966,0.236068
24fb33bae0ba3106,dataset,Dataset Artifact #28,0.489363,0.48884,0.171493,89,0.618056,0.458891,False,0,6,0.618034,0.381966,0.236068
32db979393aca39c,computation,Computation Artifact #29,0.487909,0.295816,0.439011,23,0.159722,0.377599,False,0,5,0.618034,0.381966,0.236068
d982eb6b949fd23b,agent_output,Agent Output Artifact #30,0.319869,0.245781,0.304208,2,0.013889,0.249068,False,0,3,0.618034,0.381966,0.236068
e89de2769276dfc2,agent_output,Agent Output Artifact #31,0.923739,0.952638,0.694994,10,0.069444,0.757564,True,144,11,0.618034,0.381966,0.236068
11251e89e2055f32,proof,Proof Artifact #32,0.307631,0.301864,0.306435,112,0.777778,0.381334,False,0,5,0.618034,0.381966,0.236068
feb925fa4b6a892a,research,Research Artifact #33,0.784905,0.359855,0.451648,129,0.895833,0.638968,True,55,9,0.618034,0.381966,0.236068
38fe2cb2d1976308,dataset,Dataset Artifact #34,0.908208,0.659105,0.407102,6,0.041667,0.624262,True,55,9,0.618034,0.381966,0.236068
3812df658e2d7075,agent_output,Agent Output Artifact #35,0.619469,0.490739,0.390629,53,0.368056,0.509056,False,0,7,0.618034,0.381966,0.236068
047772ff3a95022e,model,Model Artifact #36,0.880593,0.377211,0.535181,108,0.75,0.673653,True,89,10,0.618034,0.381966,0.236068
16186cfa8fbcd832,dataset,Dataset Artifact #37,0.49955,0.709434,0.430882,50,0.347222,0.518569,False,0,7,0.618034,0.381966,0.236068
7fa8d852f7260830,model,Model Artifact #38,0.500397,0.955498,0.686288,21,0.145833,0.591431,False,0,8,0.618034,0.381966,0.236068
ba62316b8a45635f,computation,Computation Artifact #39,0.385337,0.38198,0.37514,21,0.145833,0.344425,False,0,5,0.618034,0.381966,0.236068
9e429c57eed401de,dataset,Dataset Artifact #40,0.877648,0.229516,0.460836,96,0.666667,0.60881,False,0,9,0.618034,0.381966,0.236068
0c83f56764791684,dataset,Dataset Artifact #41,0.699502,0.880682,0.290237,110,0.763889,0.691208,True,89,10,0.618034,0.381966,0.236068
fed2688c7094da5e,agent_output,Agent Output Artifact #42,0.739568,0.702303,0.184567,40,0.277778,0.566849,False,0,8,0.618034,0.381966,0.236068
660b16185f01e15c,agent_output,Agent Output Artifact #43,0.360625,0.401796,0.626078,115,0.798611,0.484109,False,0,7,0.618034,0.381966,0.236068
d3ec0ad26ce4774f,agent_output,Agent Output Artifact #44,0.833703,0.458118,0.523714,34,0.236111,0.590715,False,0,8,0.618034,0.381966,0.236068
0cf3673c49e2c589,research,Research Artifact #45,0.844604,0.422396,0.617821,76,0.527778,0.647885,True,55,9,0.618034,0.381966,0.236068
2a324628f055ed20,proof,Proof Artifact #46,0.390305,0.780647,0.830578,111,0.770833,0.623206,True,55,9,0.618034,0.381966,0.236068
68b803f594f98420,agent_output,Agent Output Artifact #47,0.771173,0.879499,0.713557,85,0.590278,0.761033,True,144,11,0.618034,0.381966,0.236068
bddaf407c613ae78,computation,Computation Artifact #48,0.884334,0.279976,0.647531,11,0.076389,0.559992,False,0,8,0.618034,0.381966,0.236068
3446a61a13df1183,agent_output,Agent Output Artifact #49,0.33533,0.972208,0.823521,81,0.5625,0.61529,False,0,9,0.618034,0.381966,0.236068
c71d88cfbe89c176,agent_output,Agent Output Artifact #50,0.824489,0.583857,0.773082,94,0.652778,0.726275,True,89,10,0.618034,0.381966,0.236068
82246d78d21373e3,agent_output,Agent Output Artifact #51,0.575662,0.599627,0.383625,52,0.361111,0.516681,False,0,7,0.618034,0.381966,0.236068
ab38e36b997a0541,model,Model Artifact #52,0.691571,0.889662,0.300292,20,0.138889,0.591597,False,0,8,0.618034,0.381966,0.236068
856c76d00316877c,proof,Proof Artifact #53,0.921888,0.72544,0.31988,20,0.138889,0.648821,True,55,9,0.618034,0.381966,0.236068
c66c8b88d2a5fc71,agent_output,Agent Output Artifact #54,0.649263,0.810141,0.545922,15,0.104167,0.587023,False,0,8,0.618034,0.381966,0.236068
d9825ec837b011ed,dataset,Dataset Artifact #55,0.566468,0.779807,0.681972,46,0.319444,0.600732,False,0,9,0.618034,0.381966,0.236068
2728b0baa9183dd6,embedding,Embedding Artifact #56,0.581153,0.426674,0.546009,70,0.486111,0.520195,False,0,7,0.618034,0.381966,0.236068
5bad0a437e9c8eac,agent_output,Agent Output Artifact #57,0.331087,0.890865,0.317912,83,0.576389,0.513552,False,0,7,0.618034,0.381966,0.236068
9ef2b2a620de6151,agent_output,Agent Output Artifact #58,0.60024,0.487632,0.260691,19,0.131944,0.441478,False,0,6,0.618034,0.381966,0.236068
98f55b2495ba35c0,proof,Proof Artifact #59,0.493309,0.680357,0.483976,111,0.770833,0.584848,False,0,8,0.618034,0.381966,0.236068
a9a2f64e0514898f,proof,Proof Artifact #60,0.779666,0.861825,0.14159,101,0.701389,0.686111,True,89,10,0.618034,0.381966,0.236068
bfe7f6cc6f9599b6,agent_output,Agent Output Artifact #61,0.415006,0.504712,0.159406,11,0.076389,0.342994,False,0,5,0.618034,0.381966,0.236068
0be06dad630b44d7,embedding,Embedding Artifact #62,0.317196,0.426932,0.211438,108,0.75,0.398113,False,0,5,0.618034,0.381966,0.236068
08202f8dcdba7b15,dataset,Dataset Artifact #63,0.491649,0.709501,0.893581,27,0.1875,0.563854,False,0,8,0.618034,0.381966,0.236068
d32c1667f98fdb52,agent_output,Agent Output Artifact #64,0.69027,0.535565,0.210109,135,0.9375,0.612777,False,0,9,0.618034,0.381966,0.236068
a729b771c90493d1,computation,Computation Artifact #65,0.40642,0.474349,0.567004,98,0.680556,0.493756,False,0,7,0.618034,0.381966,0.236068
3c0b4ed39bcb2cdb,embedding,Embedding Artifact #66,0.911974,0.485889,0.687469,10,0.069444,0.630313,True,55,9,0.618034,0.381966,0.236068
3f929bd7d9ea96b1,model,Model Artifact #67,0.44614,0.918708,0.317639,84,0.583333,0.570148,False,0,8,0.618034,0.381966,0.236068
b07cb56d132e829d,dataset,Dataset Artifact #68,0.345421,0.912821,0.440633,9,0.0625,0.46254,False,0,6,0.618034,0.381966,0.236068
2bbeacfb97a068d7,agent_output,Agent Output Artifact #69,0.809102,0.973804,0.256465,46,0.319444,0.684697,True,89,10,0.618034,0.381966,0.236068
f74714c0d3dc66d4,dataset,Dataset Artifact #70,0.896708,0.761748,0.507974,76,0.527778,0.740194,True,144,11,0.618034,0.381966,0.236068
cac18f91a75fc68f,agent_output,Agent Output Artifact #71,0.816432,0.52635,0.676436,77,0.534722,0.673543,True,89,10,0.618034,0.381966,0.236068
ed9328a550c7e6dd,proof,Proof Artifact #72,0.734349,0.576773,0.734267,126,0.875,0.716005,True,89,10,0.618034,0.381966,0.236068
8cecba4946c04412,embedding,Embedding Artifact #73,0.318733,0.974698,0.273798,79,0.548611,0.518589,False,0,7,0.618034,0.381966,0.236068
f70fbfce99b5accd,agent_output,Agent Output Artifact #74,0.579204,0.325641,0.479371,12,0.083333,0.417888,False,0,6,0.618034,0.381966,0.236068
9ae3110196caf8f5,proof,Proof Artifact #75,0.481746,0.483441,0.363163,127,0.881944,0.527345,False,0,7,0.618034,0.381966,0.236068
d084a7d4c87773e8,computation,Computation Artifact #76,0.818863,0.577184,0.898877,76,0.527778,0.722309,True,89,10,0.618034,0.381966,0.236068
3ae290c3f495a139,agent_output,Agent Output Artifact #77,0.503613,0.711334,0.696933,29,0.201389,0.540045,False,0,8,0.618034,0.381966,0.236068
7085ee6a6c84d689,dataset,Dataset Artifact #78,0.542972,0.583483,0.196188,49,0.340278,0.46537,False,0,6,0.618034,0.381966,0.236068
2aa1afa105af46ca,agent_output,Agent Output Artifact #79,0.931353,0.624822,0.491429,131,0.909722,0.777806,True,144,11,0.618034,0.381966,0.236068
b9413afd5aeaf61b,research,Research Artifact #80,0.696438,0.829207,0.264588,1,0.006944,0.551071,False,0,8,0.618034,0.381966,0.236068
69ad780a9bfc6776,agent_output,Agent Output Artifact #81,0.67176,0.220002,0.140558,113,0.784722,0.487477,False,0,7,0.618034,0.381966,0.236068
032b7c249024a20a,agent_output,Agent Output Artifact #82,0.753586,0.232805,0.151153,138,0.958333,0.55469,False,0,8,0.618034,0.381966,0.236068
13121396908444f7,research,Research Artifact #83,0.741979,0.565115,0.266264,2,0.013889,0.50305,False,0,7,0.618034,0.381966,0.236068
3766a97b345eeb34,research,Research Artifact #84,0.667811,0.873205,0.35077,48,0.333333,0.616627,False,0,9,0.618034,0.381966,0.236068
06894f287e4ee380,model,Model Artifact #85,0.827659,0.803212,0.643734,82,0.569444,0.750416,True,144,11,0.618034,0.381966,0.236068
9dbe8e20ebedf9b1,embedding,Embedding Artifact #86,0.468558,0.894853,0.412089,22,0.152778,0.519473,False,0,7,0.618034,0.381966,0.236068
608548529661706b,dataset,Dataset Artifact #87,0.451033,0.242629,0.884984,52,0.361111,0.452127,False,0,6,0.618034,0.381966,0.236068
1e31ecb17923da39,research,Research Artifact #88,0.61872,0.329184,0.224705,52,0.361111,0.439103,False,0,6,0.618034,0.381966,0.236068
f332367df3e50225,embedding,Embedding Artifact #89,0.305973,0.285772,0.449526,76,0.527778,0.359319,False,0,5,0.618034,0.381966,0.236068
5e58d2bccf6debe3,dataset,Dataset Artifact #90,0.836426,0.831503,0.432604,14,0.097222,0.651856,True,55,9,0.618034,0.381966,0.236068
44008a4534e4e9b3,dataset,Dataset Artifact #91,0.537158,0.844043,0.624042,56,0.388889,0.60694,False,0,9,0.618034,0.381966,0.236068
9caf8ed32d61c86e,computation,Computation Artifact #92,0.691719,0.31387,0.876981,29,0.201389,0.544761,False,0,8,0.618034,0.381966,0.236068
ad009d8a4b98e4a3,agent_output,Agent Output Artifact #93,0.695385,0.775414,0.825183,12,0.083333,0.638817,True,55,9,0.618034,0.381966,0.236068
dc6f01b98f694d86,dataset,Dataset Artifact #94,0.322943,0.837803,0.870756,58,0.402778,0.557179,False,0,8,0.618034,0.381966,0.236068
b5a458e5ed309207,agent_output,Agent Output Artifact #95,0.719846,0.370414,0.472147,90,0.625,0.574251,False,0,8,0.618034,0.381966,0.236068
e1bc9a0a39867898,agent_output,Agent Output Artifact #96,0.828364,0.666328,0.302318,20,0.138889,0.591404,False,0,8,0.618034,0.381966,0.236068
8fb560adacc70bba,agent_output,Agent Output Artifact #97,0.367686,0.429704,0.479538,75,0.520833,0.426272,False,0,6,0.618034,0.381966,0.236068
2abd34d3e0438522,research,Research Artifact #98,0.753533,0.558171,0.297714,43,0.298611,0.5568,False,0,8,0.618034,0.381966,0.236068
b3bddb956e4c7e7d,dataset,Dataset Artifact #99,0.794489,0.685452,0.787229,22,0.152778,0.66213,True,55,9,0.618034,0.381966,0.236068
1822dc3a0f167351,agent_output,Agent Output Artifact #100,0.389142,0.487294,0.762837,19,0.131944,0.43329,False,0,6,0.618034,0.381966,0.236068
3148af3275c2f5e1,proof,Proof Artifact #101,0.305485,0.364277,0.456299,118,0.819444,0.427341,False,0,6,0.618034,0.381966,0.236068
45b1846dc9ca1a66,embedding,Embedding Artifact #102,0.392025,0.531256,0.249247,131,0.909722,0.488271,False,0,7,0.618034,0.381966,0.236068
eccd927620045ed2,computation,Computation Artifact #103,0.593242,0.630285,0.696567,59,0.409722,0.589993,False,0,8,0.618034,0.381966,0.236068
9fb9a35978d77ddc,dataset,Dataset Artifact #104,0.902853,0.974194,0.584683,78,0.541667,0.812424,True,233,12,0.618034,0.381966,0.236068
3207a492038c890b,computation,Computation Artifact #105,0.339429,0.301327,0.73241,18,0.125,0.358175,False,0,5,0.618034,0.381966,0.236068
1db1892969310231,agent_output,Agent Output Artifact #106,0.346276,0.974021,0.806018,68,0.472222,0.603073,False,0,9,0.618034,0.381966,0.236068
7be726e9407fb9bb,agent_output,Agent Output Artifact #107,0.74826,0.565485,0.546528,20,0.138889,0.57077,False,0,8,0.618034,0.381966,0.236068
4780a7506c00ad9c,dataset,Dataset Artifact #108,0.341698,0.289921,0.584403,22,0.152778,0.336889,False,0,5,0.618034,0.381966,0.236068
68df8b8dcb17df94,model,Model Artifact #109,0.821867,0.24865,0.518397,69,0.479167,0.56952,False,0,8,0.618034,0.381966,0.236068
8748582aa3043f08,research,Research Artifact #110,0.733305,0.656366,0.725617,102,0.708333,0.708105,True,89,10,0.618034,0.381966,0.236068
4b1ec7166b3c66f0,embedding,Embedding Artifact #111,0.683362,0.885569,0.185836,21,0.145833,0.569849,False,0,8,0.618034,0.381966,0.236068
06f7a041a50e2739,agent_output,Agent Output Artifact #112,0.836631,0.919579,0.794968,89,0.618056,0.816422,True,233,12,0.618034,0.381966,0.236068
c720ddd842e28981,embedding,Embedding Artifact #113,0.52606,0.78013,0.156304,109,0.756944,0.569713,False,0,8,0.618034,0.381966,0.236068
f29fe8766d6902b9,embedding,Embedding Artifact #114,0.832674,0.250916,0.844497,78,0.541667,0.63696,True,55,9,0.618034,0.381966,0.236068
4187ee6962f884fa,embedding,Embedding Artifact #115,0.665126,0.2241,0.552843,11,0.076389,0.438282,False,0,6,0.618034,0.381966,0.236068
48abb8b91f202939,research,Research Artifact #116,0.802039,0.232861,0.552123,1,0.006944,0.486783,False,0,7,0.618034,0.381966,0.236068
eed0993ecd5213b1,research,Research Artifact #117,0.444627,0.831954,0.253551,104,0.722222,0.558998,False,0,8,0.618034,0.381966,0.236068
c6074598b73c9630,research,Research Artifact #118,0.585515,0.664754,0.109897,15,0.104167,0.452618,False,0,6,0.618034,0.381966,0.236068
de07bba8425cc1f0,research,Research Artifact #119,0.765431,0.603995,0.804902,32,0.222222,0.642766,True,55,9,0.618034,0.381966,0.236068
0dfc32686c411860,research,Research Artifact #120,0.905117,0.806763,0.286732,23,0.159722,0.660905,True,55,9,0.618034,0.381966,0.236068
dee4adbd19a3238e,research,Research Artifact #121,0.666381,0.744402,0.847169,100,0.694444,0.720116,True,89,10,0.618034,0.381966,0.236068
2182a02b1f99a72b,computation,Computation Artifact #122,0.425675,0.707052,0.392022,142,0.986111,0.583156,False,0,8,0.618034,0.381966,0.236068
facd31ebcb5c0268,research,Research Artifact #123,0.475693,0.316049,0.698897,93,0.645833,0.497347,False,0,7,0.618034,0.381966,0.236068
6f0997b3670c1178,model,Model Artifact #124,0.644987,0.580876,0.466632,7,0.048611,0.504119,False,0,7,0.618034,0.381966,0.236068
725ec8371497d3c4,agent_output,Agent Output Artifact #125,0.365667,0.965513,0.280361,100,0.694444,0.560348,False,0,8,0.618034,0.381966,0.236068
931eb3af52057ce1,model,Model Artifact #126,0.496871,0.824927,0.829176,111,0.770833,0.679209,True,89,10,0.618034,0.381966,0.236068
e7b3d6294cd18b90,computation,Computation Artifact #127,0.840774,0.757091,0.317127,22,0.152778,0.624765,True,55,9,0.618034,0.381966,0.236068
d578ec4df50956cc,dataset,Dataset Artifact #128,0.459637,0.721811,0.191322,96,0.666667,0.517834,False,0,7,0.618034,0.381966,0.236068
5a015b5ad172d845,dataset,Dataset Artifact #129,0.746517,0.492248,0.859619,72,0.5,0.659149,True,55,9,0.618034,0.381966,0.236068
f78601053902c3f0,model,Model Artifact #130,0.693824,0.674367,0.745655,54,0.375,0.645961,True,55,9,0.618034,0.381966,0.236068
a7852da411f91d16,model,Model Artifact #131,0.754573,0.835085,0.478095,55,0.381944,0.671374,True,89,10,0.618034,0.381966,0.236068
6775642602057fea,embedding,Embedding Artifact #132,0.659854,0.955157,0.740594,74,0.513889,0.726015,True,89,10,0.618034,0.381966,0.236068
27d91777a799338e,computation,Computation Artifact #133,0.85075,0.770869,0.216209,20,0.138889,0.614118,False,0,9,0.618034,0.381966,0.236068
c164397b1b23ddb0,embedding,Embedding Artifact #134,0.501355,0.494733,0.839569,119,0.826389,0.605994,False,0,9,0.618034,0.381966,0.236068
1194bd7585275fc2,embedding,Embedding Artifact #135,0.316516,0.904659,0.190719,139,0.965278,0.552979,False,0,8,0.618034,0.381966,0.236068
5a18de311ec22442,embedding,Embedding Artifact #136,0.916579,0.936705,0.167066,103,0.715278,0.769331,True,144,11,0.618034,0.381966,0.236068
20c1404512381197,agent_output,Agent Output Artifact #137,0.684262,0.855455,0.463562,35,0.243056,0.622539,True,55,9,0.618034,0.381966,0.236068
7b6e8222a354d51f,agent_output,Agent Output Artifact #138,0.633403,0.664561,0.324229,29,0.201389,0.522632,False,0,7,0.618034,0.381966,0.236068
2307e77782a42a62,model,Model Artifact #139,0.935686,0.910841,0.663895,89,0.618056,0.834721,True,233,12,0.618034,0.381966,0.236068
a4f06387d9865c2c,model,Model Artifact #140,0.492788,0.750045,0.875724,42,0.291667,0.588692,False,0,8,0.618034,0.381966,0.236068
305413d787962909,model,Model Artifact #141,0.87837,0.570373,0.691642,47,0.326389,0.679998,True,89,10,0.618034,0.381966,0.236068
829ea98b9d5a09ce,embedding,Embedding Artifact #142,0.312892,0.930149,0.425236,17,0.118056,0.45982,False,0,6,0.618034,0.381966,0.236068
8dd9605d56d4baa1,embedding,Embedding Artifact #143,0.811529,0.649636,0.819774,33,0.229167,0.67746,True,89,10,0.618034,0.381966,0.236068
ffd0dc16042a07c7,research,Research Artifact #144,0.355852,0.730595,0.330238,6,0.041667,0.398595,False,0,5,0.618034,0.381966,0.236068
ba9e7f9b85189d04,embedding,Embedding Artifact #145,0.810678,0.559191,0.227746,95,0.659722,0.627742,True,55,9,0.618034,0.381966,0.236068
9a9dee394f8adb49,proof,Proof Artifact #146,0.598727,0.49173,0.354087,127,0.881944,0.577151,False,0,8,0.618034,0.381966,0.236068
d5822e8b847ff0d0,model,Model Artifact #147,0.904177,0.420268,0.782872,61,0.423611,0.682106,True,89,10,0.618034,0.381966,0.236068
772805b684174bb3,computation,Computation Artifact #148,0.829735,0.662393,0.481138,12,0.083333,0.610725,False,0,9,0.618034,0.381966,0.236068
b81cb16360771397,embedding,Embedding Artifact #149,0.464908,0.93832,0.858599,67,0.465278,0.650932,True,55,9,0.618034,0.381966,0.236068
179f80bd1117848d,research,Research Artifact #150,0.635557,0.58813,0.604042,65,0.451389,0.588665,False,0,8,0.618034,0.381966,0.236068
82afce1e909d7eb3,agent_output,Agent Output Artifact #151,0.719,0.731107,0.627852,98,0.680556,0.70136,True,89,10,0.618034,0.381966,0.236068
0899d2b1569abf76,model,Model Artifact #152,0.888997,0.516351,0.327206,102,0.708333,0.673251,True,89,10,0.618034,0.381966,0.236068
bc86ea064ea44926,dataset,Dataset Artifact #153,0.671494,0.21451,0.27255,49,0.340278,0.435837,False,0,6,0.618034,0.381966,0.236068
66bd965df0c6bc95,embedding,Embedding Artifact #154,0.818068,0.709162,0.2987,77,0.534722,0.66109,True,55,9,0.618034,0.381966,0.236068
bd322f21b71d3421,computation,Computation Artifact #155,0.663333,0.82127,0.706371,74,0.513889,0.687249,True,89,10,0.618034,0.381966,0.236068
62b5c8ccc09d2cfc,computation,Computation Artifact #156,0.547379,0.808795,0.500937,53,0.368056,0.579004,False,0,8,0.618034,0.381966,0.236068
8b494ab28f61f8c7,agent_output,Agent Output Artifact #157,0.782645,0.809757,0.727132,43,0.298611,0.703159,True,89,10,0.618034,0.381966,0.236068
a11ce04a08ffb5fc,agent_output,Agent Output Artifact #158,0.344289,0.396022,0.533061,112,0.777778,0.457496,False,0,6,0.618034,0.381966,0.236068
0da2fbe47f0abe28,dataset,Dataset Artifact #159,0.416982,0.591903,0.289618,64,0.444444,0.446348,False,0,6,0.618034,0.381966,0.236068
6988cb8484277138,proof,Proof Artifact #160,0.92054,0.456118,0.748132,1,0.006944,0.625891,True,55,9,0.618034,0.381966,0.236068
2888d70e54b17b5b,dataset,Dataset Artifact #161,0.41004,0.286312,0.606738,37,0.256944,0.384929,False,0,5,0.618034,0.381966,0.236068
56fbf9b487a0ab9b,proof,Proof Artifact #162,0.753468,0.498089,0.399817,16,0.111111,0.527489,False,0,7,0.618034,0.381966,0.236068
0ba6f2bdc9b8f4a5,embedding,Embedding Artifact #163,0.489552,0.475576,0.606814,98,0.680556,0.535358,False,0,8,0.618034,0.381966,0.236068
55273239fc473b8d,agent_output,Agent Output Artifact #164,0.35669,0.543877,0.222053,42,0.291667,0.373241,False,0,5,0.618034,0.381966,0.236068
15699bc8efca3b83,proof,Proof Artifact #165,0.305531,0.871032,0.435938,18,0.125,0.44422,False,0,6,0.618034,0.381966,0.236068
66eb78b06600612a,dataset,Dataset Artifact #166,0.606127,0.687274,0.195225,58,0.402778,0.528682,False,0,7,0.618034,0.381966,0.236068
46dab0db08d4e3f1,research,Research Artifact #167,0.738228,0.780104,0.296914,117,0.8125,0.690235,True,89,10,0.618034,0.381966,0.236068
e08f60fff3590203,dataset,Dataset Artifact #168,0.568571,0.377771,0.22291,26,0.180556,0.401415,False,0,6,0.618034,0.381966,0.236068
ca6ca01ce61bafb6,embedding,Embedding Artifact #169,0.475447,0.721116,0.880379,96,0.666667,0.634787,True,55,9,0.618034,0.381966,0.236068
00e4c7383c2f4fa8,agent_output,Agent Output Artifact #170,0.580304,0.443571,0.190658,119,0.826389,0.521806,False,0,7,0.618034,0.381966,0.236068
df66d7b2b13f7eee,embedding,Embedding Artifact #171,0.396661,0.762319,0.289234,50,0.347222,0.466381,False,0,6,0.618034,0.381966,0.236068
b9a13451b41da678,computation,Computation Artifact #172,0.586619,0.449321,0.311818,90,0.625,0.513083,False,0,7,0.618034,0.381966,0.236068
9a201a0796eaeee2,embedding,Embedding Artifact #173,0.738639,0.370408,0.47047,12,0.083333,0.49501,False,0,7,0.618034,0.381966,0.236068
24a806851024113c,embedding,Embedding Artifact #174,0.616966,0.605212,0.370132,88,0.611111,0.573396,False,0,8,0.618034,0.381966,0.236068
9335b1661936a5b7,proof,Proof Artifact #175,0.879486,0.353421,0.667966,10,0.069444,0.579176,False,0,8,0.618034,0.381966,0.236068
934fce449aee9769,model,Model Artifact #176,0.369101,0.74911,0.813501,103,0.715278,0.594474,False,0,8,0.618034,0.381966,0.236068
8e9fc5d926484f4e,proof,Proof Artifact #177,0.619556,0.427318,0.218138,138,0.958333,0.559632,False,0,8,0.618034,0.381966,0.236068
b0adb91a0d144162,dataset,Dataset Artifact #178,0.892458,0.957604,0.23604,40,0.277778,0.705531,True,89,10,0.618034,0.381966,0.236068
67faf9af0f9fd8f4,proof,Proof Artifact #179,0.478502,0.422938,0.241814,23,0.159722,0.375012,False,0,5,0.618034,0.381966,0.236068
30d53511c2071e79,computation,Computation Artifact #180,0.784074,0.599498,0.261922,22,0.152778,0.551219,False,0,8,0.618034,0.381966,0.236068
dec8f551cc55f939,model,Model Artifact #181,0.598831,0.945656,0.460881,69,0.479167,0.647509,True,55,9,0.618034,0.381966,0.236068
6666c49f78bca116,dataset,Dataset Artifact #182,0.789658,0.278051,0.885977,82,0.569444,0.637047,True,55,9,0.618034,0.381966,0.236068
833f1659e2db4750,computation,Computation Artifact #183,0.722886,0.578359,0.239673,142,0.986111,0.65011,True,55,9,0.618034,0.381966,0.236068
c32fa2592df51628,dataset,Dataset Artifact #184,0.639536,0.743339,0.251878,90,0.625,0.601974,False,0,9,0.618034,0.381966,0.236068
7820d7795e8eba6f,agent_output,Agent Output Artifact #185,0.891677,0.741913,0.219226,55,0.381944,0.663247,True,55,9,0.618034,0.381966,0.236068
19e7fdb7ebc6b203,computation,Computation Artifact #186,0.737225,0.46375,0.645332,49,0.340278,0.587879,False,0,8,0.618034,0.381966,0.236068
0e6a68139f77b313,computation,Computation Artifact #187,0.719773,0.602028,0.546591,29,0.201389,0.578325,False,0,8,0.618034,0.381966,0.236068
2b91ecdcdff2a74f,model,Model Artifact #188,0.702739,0.324642,0.769515,137,0.951389,0.655217,True,55,9,0.618034,0.381966,0.236068
