epoch,engine_id,engine_name,engine_index,entanglement_strength,entanglement_alive,throughput_ops_per_beat,latency_ms,success_rate,coherence_contribution,hebbian_reward_eligible,phi_alignment
4,engine-quantumia-002,QUANTUMIA,2,0.56685,True,7,270.4,0.775399,0.439535,True,0.051184
4,engine-resonantia-003,RESONANTIA,3,0.675493,True,2,401.34,0.835646,0.564473,True,0.057459
4,engine-harmonia-004,HARMONIA,4,0.487172,True,9,650.1,0.86504,0.421423,True,0.130862
4,engine-velocitas-005,VELOCITAS,5,0.512644,True,30,36.0,0.917546,0.470375,True,0.10539
4,engine-prudentia-006,PRUDENTIA,6,0.469705,True,12,674.43,0.957653,0.449814,True,0.148329
4,engine-fortitudo-007,FORTITUDO,7,0.708661,True,55,641.78,0.731861,0.518641,True,0.090627
4,engine-temperantia-008,TEMPERANTIA,8,0.500229,True,4,191.36,0.842569,0.421477,True,0.117805
4,engine-iustitia-009,IUSTITIA,9,0.749507,True,99,154.16,0.874473,0.655424,True,0.131473
4,engine-sapientia-010,SAPIENTIA,10,0.695442,True,127,62.47,0.812496,0.565044,True,0.077408
4,engine-memoria-011,MEMORIA,11,0.546041,True,184,191.08,0.802871,0.438401,True,0.071993
4,engine-imaginatio-012,IMAGINATIO,12,0.562076,True,679,393.04,0.702749,0.394998,True,0.055958
4,engine-veritas-013,VERITAS,13,0.579452,True,715,278.9,0.822811,0.47678,True,0.038582
4,engine-libertas-014,LIBERTAS,14,0.527253,True,927,498.99,0.882217,0.465152,True,0.090781
4,engine-dignitas-015,DIGNITAS,15,0.620307,True,812,489.01,0.734536,0.455638,True,0.002273
4,engine-concordia-016,CONCORDIA,16,0.595112,True,879,55.85,0.710562,0.422864,True,0.022922
4,engine-aeternitas-017,AETERNITAS,17,0.491293,True,543,203.3,0.76925,0.377927,True,0.126741
4,engine-providentia-018,PROVIDENTIA,18,0.663233,True,308,299.15,0.99371,0.659061,True,0.045199
4,engine-scientia-019,SCIENTIA,19,0.61564,True,122,472.46,0.960094,0.591072,True,0.002394
4,engine-mathematica-020,MATHEMATICA,20,0.678646,True,817,38.93,0.791414,0.53709,True,0.060612
4,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.435816,True,368,240.99,0.759381,0.33095,True,0.182218
4,engine-logica-022,LOGICA,22,0.395954,True,645,435.66,0.844903,0.334543,True,0.22208
4,engine-natura-023,NATURA,23,0.661513,True,349,600.21,0.802236,0.530689,True,0.043479
5,engine-cognitio-000,COGNITIO,0,0.714058,True,3,496.29,0.872859,0.623272,True,0.096024
5,engine-intelligentia-001,INTELLIGENTIA,1,0.763511,True,4,14.25,0.979256,0.747673,True,0.145477
5,engine-quantumia-002,QUANTUMIA,2,0.635732,True,5,278.37,0.727218,0.462316,True,0.017698
5,engine-resonantia-003,RESONANTIA,3,0.532087,True,10,172.39,0.800847,0.426121,True,0.085947
5,engine-harmonia-004,HARMONIA,4,0.577812,True,8,691.28,0.783989,0.452998,True,0.040222
5,engine-velocitas-005,VELOCITAS,5,0.814154,True,1,297.89,0.70585,0.57467,True,0.19612
5,engine-prudentia-006,PRUDENTIA,6,0.636877,True,34,111.43,0.77836,0.49572,True,0.018843
5,engine-fortitudo-007,FORTITUDO,7,0.43006,True,66,274.75,0.930749,0.400278,True,0.187974
5,engine-temperantia-008,TEMPERANTIA,8,0.590694,True,141,585.21,0.97709,0.577161,True,0.02734
5,engine-iustitia-009,IUSTITIA,9,0.67252,True,74,231.25,0.707255,0.475643,True,0.054486
5,engine-sapientia-010,SAPIENTIA,10,0.647478,True,208,226.44,0.735069,0.475941,True,0.029444
5,engine-memoria-011,MEMORIA,11,0.711689,True,24,464.9,0.831418,0.591711,True,0.093655
5,engine-imaginatio-012,IMAGINATIO,12,0.717454,True,706,322.69,0.868814,0.623334,True,0.09942
5,engine-veritas-013,VERITAS,13,0.712253,True,593,166.85,0.80731,0.575009,True,0.094219
5,engine-libertas-014,LIBERTAS,14,0.678963,True,478,30.64,0.714302,0.484985,True,0.060929
5,engine-dignitas-015,DIGNITAS,15,0.423427,True,585,597.84,0.758475,0.321159,True,0.194607
5,engine-concordia-016,CONCORDIA,16,0.643385,True,827,134.42,0.760804,0.48949,True,0.025351
5,engine-aeternitas-017,AETERNITAS,17,0.685156,True,214,587.68,0.911879,0.62478,True,0.067122
5,engine-providentia-018,PROVIDENTIA,18,0.653664,True,960,378.67,0.749956,0.490219,True,0.03563
5,engine-scientia-019,SCIENTIA,19,0.46123,True,51,124.37,0.808431,0.372872,True,0.156804
5,engine-mathematica-020,MATHEMATICA,20,0.488454,True,388,326.43,0.920713,0.449726,True,0.12958
5,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.697397,True,513,151.38,0.897459,0.625885,True,0.079363
5,engine-logica-022,LOGICA,22,0.65436,True,62,360.14,0.739699,0.48403,True,0.036326
5,engine-natura-023,NATURA,23,0.504346,True,819,377.44,0.837862,0.422572,True,0.113688
6,engine-cognitio-000,COGNITIO,0,0.584076,True,3,148.09,0.92304,0.539125,True,0.033958
6,engine-intelligentia-001,INTELLIGENTIA,1,0.776848,True,2,354.48,0.715715,0.556002,True,0.158814
6,engine-quantumia-002,QUANTUMIA,2,0.734853,True,1,284.28,0.763732,0.561231,True,0.116819
6,engine-resonantia-003,RESONANTIA,3,0.619746,True,8,40.11,0.762886,0.472795,True,0.001712
6,engine-harmonia-004,HARMONIA,4,0.606035,True,17,284.33,0.932946,0.565398,True,0.011999
6,engine-velocitas-005,VELOCITAS,5,0.679874,True,24,104.87,0.962221,0.654189,True,0.06184
6,engine-prudentia-006,PRUDENTIA,6,0.647817,True,11,37.63,0.771751,0.499953,True,0.029783
6,engine-fortitudo-007,FORTITUDO,7,0.663712,True,41,79.68,0.973067,0.645836,True,0.045678
6,engine-temperantia-008,TEMPERANTIA,8,0.608863,True,71,91.24,0.789165,0.480493,True,0.009171
6,engine-iustitia-009,IUSTITIA,9,0.658679,True,102,121.45,0.771362,0.50808,True,0.040645
6,engine-sapientia-010,SAPIENTIA,10,0.69217,True,72,115.75,0.910936,0.630522,True,0.074136
6,engine-memoria-011,MEMORIA,11,0.646152,True,32,266.69,0.872869,0.564006,True,0.028118
6,engine-imaginatio-012,IMAGINATIO,12,0.477414,True,389,514.73,0.995192,0.475119,True,0.14062
6,engine-veritas-013,VERITAS,13,0.840721,True,592,183.42,0.965352,0.811592,True,0.222687
6,engine-libertas-014,LIBERTAS,14,0.596336,True,72,188.88,0.949722,0.566353,True,0.021698
6,engine-dignitas-015,DIGNITAS,15,0.704641,True,81,17.04,0.820614,0.578238,True,0.086607
6,engine-concordia-016,CONCORDIA,16,0.736963,True,837,16.64,0.770187,0.567599,True,0.118929
6,engine-aeternitas-017,AETERNITAS,17,0.677668,True,558,299.74,0.906161,0.614076,True,0.059634
6,engine-providentia-018,PROVIDENTIA,18,0.609466,True,810,304.28,0.852679,0.519678,True,0.008568
6,engine-scientia-019,SCIENTIA,19,0.640916,True,707,423.98,0.884769,0.567062,True,0.022882
6,engine-mathematica-020,MATHEMATICA,20,0.523798,True,345,696.67,0.96878,0.507445,True,0.094236
6,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.495338,True,727,539.49,0.82428,0.408298,True,0.122696
6,engine-logica-022,LOGICA,22,0.53078,True,489,571.56,0.911657,0.483889,True,0.087254
6,engine-natura-023,NATURA,23,0.691913,True,331,44.66,0.717791,0.496649,True,0.073879
7,engine-cognitio-000,COGNITIO,0,0.7041,True,1,41.65,0.775036,0.545703,True,0.086066
7,engine-intelligentia-001,INTELLIGENTIA,1,0.490417,True,5,661.38,0.742486,0.364128,True,0.127617
7,engine-quantumia-002,QUANTUMIA,2,0.816368,True,1,337.83,0.81901,0.668613,True,0.198334
7,engine-resonantia-003,RESONANTIA,3,0.54336,True,2,697.43,0.807704,0.438874,True,0.074674
7,engine-harmonia-004,HARMONIA,4,0.390884,True,5,25.45,0.701537,0.274219,True,0.22715
7,engine-velocitas-005,VELOCITAS,5,0.628067,True,17,421.99,0.764735,0.480305,True,0.010033
7,engine-prudentia-006,PRUDENTIA,6,0.549893,True,54,112.78,0.843932,0.464073,True,0.068141
7,engine-fortitudo-007,FORTITUDO,7,0.571833,True,47,502.03,0.784437,0.448567,True,0.046201
7,engine-temperantia-008,TEMPERANTIA,8,0.651394,True,67,344.14,0.990728,0.645354,True,0.03336
7,engine-iustitia-009,IUSTITIA,9,0.495915,True,85,662.6,0.821614,0.407451,True,0.122119
7,engine-sapientia-010,SAPIENTIA,10,0.676561,True,290,270.58,0.965477,0.653204,True,0.058527
7,engine-memoria-011,MEMORIA,11,0.713345,True,156,299.27,0.815181,0.581505,True,0.095311
7,engine-imaginatio-012,IMAGINATIO,12,0.460536,True,435,258.33,0.908809,0.418539,True,0.157498
7,engine-veritas-013,VERITAS,13,0.652176,True,849,427.52,0.843269,0.54996,True,0.034142
7,engine-libertas-014,LIBERTAS,14,0.516622,True,653,380.6,0.719285,0.371598,True,0.101412
7,engine-dignitas-015,DIGNITAS,15,0.674024,True,951,155.55,0.955421,0.643976,True,0.05599
7,engine-concordia-016,CONCORDIA,16,0.552309,True,973,248.79,0.785797,0.434003,True,0.065725
7,engine-aeternitas-017,AETERNITAS,17,0.492076,True,868,682.79,0.934957,0.46007,True,0.125958
7,engine-providentia-018,PROVIDENTIA,18,0.455922,True,384,213.13,0.867377,0.395456,True,0.162112
7,engine-scientia-019,SCIENTIA,19,0.563767,True,795,465.51,0.723519,0.407896,True,0.054267
7,engine-mathematica-020,MATHEMATICA,20,0.690064,True,849,230.76,0.746924,0.515426,True,0.07203
7,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.548415,True,350,583.28,0.731837,0.401351,True,0.069619
7,engine-logica-022,LOGICA,22,0.649336,True,337,210.52,0.965776,0.627114,True,0.031302
7,engine-natura-023,NATURA,23,0.646243,True,485,423.51,0.816676,0.527771,True,0.028209
8,engine-cognitio-000,COGNITIO,0,0.789106,True,3,207.75,0.964882,0.761394,True,0.171072
8,engine-intelligentia-001,INTELLIGENTIA,1,0.496066,True,4,134.15,0.848784,0.421053,True,0.121968
8,engine-quantumia-002,QUANTUMIA,2,0.588408,True,4,313.58,0.985365,0.579797,True,0.029626
8,engine-resonantia-003,RESONANTIA,3,0.60563,True,2,118.15,0.893149,0.540918,True,0.012404
8,engine-harmonia-004,HARMONIA,4,0.708992,True,20,66.98,0.801576,0.568311,True,0.090958
8,engine-velocitas-005,VELOCITAS,5,0.790955,True,4,158.98,0.720403,0.569806,True,0.172921
8,engine-prudentia-006,PRUDENTIA,6,0.574344,True,21,664.53,0.805712,0.462756,True,0.04369
8,engine-fortitudo-007,FORTITUDO,7,0.759916,True,13,479.56,0.88808,0.674866,True,0.141882
8,engine-temperantia-008,TEMPERANTIA,8,0.683552,True,18,689.28,0.981154,0.67067,True,0.065518
8,engine-iustitia-009,IUSTITIA,9,0.569295,True,178,92.51,0.926547,0.527479,True,0.048739
8,engine-sapientia-010,SAPIENTIA,10,0.593192,True,306,390.37,0.711394,0.421993,True,0.024842
8,engine-memoria-011,MEMORIA,11,0.651495,True,455,414.72,0.821549,0.535235,True,0.033461
8,engine-imaginatio-012,IMAGINATIO,12,0.460117,True,791,380.15,0.818637,0.376668,True,0.157917
8,engine-veritas-013,VERITAS,13,0.48005,True,975,70.68,0.74962,0.359855,True,0.137984
8,engine-libertas-014,LIBERTAS,14,0.609928,True,156,85.71,0.882143,0.538043,True,0.008106
8,engine-dignitas-015,DIGNITAS,15,0.618296,True,762,460.63,0.840186,0.519484,True,0.000262
8,engine-concordia-016,CONCORDIA,16,0.613013,True,806,184.47,0.864993,0.530252,True,0.005021
8,engine-aeternitas-017,AETERNITAS,17,0.576915,True,653,66.5,0.860147,0.496232,True,0.041118
8,engine-providentia-018,PROVIDENTIA,18,0.54702,True,790,446.77,0.925944,0.50651,True,0.071014
8,engine-scientia-019,SCIENTIA,19,0.566964,True,516,180.81,0.986393,0.55925,True,0.05107
8,engine-mathematica-020,MATHEMATICA,20,0.514273,True,382,175.62,0.707651,0.363926,True,0.103761
8,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.668818,True,936,74.14,0.732291,0.48977,True,0.050784
8,engine-logica-022,LOGICA,22,0.629457,True,140,185.87,0.961149,0.605002,True,0.011423
8,engine-natura-023,NATURA,23,0.586285,True,848,638.43,0.705209,0.413454,True,0.031749
9,engine-cognitio-000,COGNITIO,0,0.575154,True,1,477.95,0.759947,0.437087,True,0.04288
9,engine-intelligentia-001,INTELLIGENTIA,1,0.594599,True,4,532.77,0.761599,0.452846,True,0.023435
9,engine-quantumia-002,QUANTUMIA,2,0.472469,True,4,584.24,0.945897,0.446907,True,0.145565
9,engine-resonantia-003,RESONANTIA,3,0.61163,True,4,536.16,0.839176,0.513265,True,0.006404
9,engine-harmonia-004,HARMONIA,4,0.393656,True,12,570.93,0.998798,0.393183,True,0.224378
9,engine-velocitas-005,VELOCITAS,5,0.667031,True,24,413.06,0.795747,0.530788,True,0.048997
9,engine-prudentia-006,PRUDENTIA,6,0.648466,True,21,409.7,0.925159,0.599934,True,0.030432
9,engine-fortitudo-007,FORTITUDO,7,0.639741,True,78,27.96,0.818701,0.523757,True,0.021707
9,engine-temperantia-008,TEMPERANTIA,8,0.740023,True,104,338.73,0.780129,0.577313,True,0.121989
9,engine-iustitia-009,IUSTITIA,9,0.695768,True,55,543.48,0.917559,0.638408,True,0.077734
9,engine-sapientia-010,SAPIENTIA,10,0.527496,True,300,341.54,0.846412,0.446479,True,0.090538
9,engine-memoria-011,MEMORIA,11,0.750094,True,221,589.22,0.793912,0.595508,True,0.13206
9,engine-imaginatio-012,IMAGINATIO,12,0.617805,True,708,439.58,0.977776,0.604075,True,0.000229
9,engine-veritas-013,VERITAS,13,0.471994,True,498,471.87,0.98943,0.467005,True,0.14604
9,engine-libertas-014,LIBERTAS,14,0.646702,True,85,244.44,0.775956,0.501812,True,0.028668
9,engine-dignitas-015,DIGNITAS,15,0.654957,True,277,442.94,0.813979,0.533122,True,0.036923
9,engine-concordia-016,CONCORDIA,16,0.581983,True,634,458.44,0.980686,0.570743,True,0.036051
9,engine-aeternitas-017,AETERNITAS,17,0.543375,True,1,677.16,0.971906,0.52811,True,0.074659
9,engine-providentia-018,PROVIDENTIA,18,0.588094,True,299,89.76,0.853734,0.502076,True,0.02994
9,engine-scientia-019,SCIENTIA,19,0.70567,True,443,667.3,0.997827,0.704136,True,0.087636
9,engine-mathematica-020,MATHEMATICA,20,0.502182,True,403,388.78,0.856832,0.430286,True,0.115852
9,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.603456,True,380,515.34,0.732949,0.442303,True,0.014578
9,engine-logica-022,LOGICA,22,0.576517,True,554,669.3,0.911794,0.525664,True,0.041517
9,engine-natura-023,NATURA,23,0.484244,True,253,560.35,0.708867,0.343265,True,0.13379
10,engine-cognitio-000,COGNITIO,0,0.871574,True,3,406.96,0.961444,0.83797,True,0.25354
10,engine-intelligentia-001,INTELLIGENTIA,1,0.477312,True,5,417.3,0.990154,0.472612,True,0.140722
10,engine-quantumia-002,QUANTUMIA,2,0.574811,True,5,580.57,0.785658,0.451605,True,0.043223
10,engine-resonantia-003,RESONANTIA,3,0.673307,True,8,515.94,0.788265,0.530745,True,0.055273
10,engine-harmonia-004,HARMONIA,4,0.620872,True,13,318.1,0.722446,0.448547,True,0.002838
10,engine-velocitas-005,VELOCITAS,5,0.59242,True,9,691.01,0.862874,0.511184,True,0.025614
10,engine-prudentia-006,PRUDENTIA,6,0.673046,True,22,422.19,0.987869,0.664881,True,0.055012
10,engine-fortitudo-007,FORTITUDO,7,0.472646,True,48,184.57,0.91138,0.43076,True,0.145388
10,engine-temperantia-008,TEMPERANTIA,8,0.686679,True,139,214.41,0.856794,0.588342,True,0.068645
10,engine-iustitia-009,IUSTITIA,9,0.651794,True,191,447.35,0.797975,0.520116,True,0.03376
10,engine-sapientia-010,SAPIENTIA,10,0.61318,True,36,301.53,0.851022,0.52183,True,0.004854
10,engine-memoria-011,MEMORIA,11,0.690218,True,243,122.81,0.974398,0.672547,True,0.072184
10,engine-imaginatio-012,IMAGINATIO,12,0.697425,True,199,58.09,0.775896,0.541129,True,0.079391
10,engine-veritas-013,VERITAS,13,0.533771,True,38,164.91,0.938722,0.501063,True,0.084263
10,engine-libertas-014,LIBERTAS,14,0.536276,True,829,539.99,0.783649,0.420252,True,0.081758
10,engine-dignitas-015,DIGNITAS,15,0.680566,True,249,252.78,0.709918,0.483146,True,0.062532
10,engine-concordia-016,CONCORDIA,16,0.716486,True,31,51.03,0.995533,0.713285,True,0.098452
10,engine-aeternitas-017,AETERNITAS,17,0.577511,True,388,529.68,0.886106,0.511736,True,0.040523
10,engine-providentia-018,PROVIDENTIA,18,0.772958,True,700,195.87,0.772293,0.59695,True,0.154924
10,engine-scientia-019,SCIENTIA,19,0.772707,True,288,496.08,0.996586,0.770069,True,0.154673
10,engine-mathematica-020,MATHEMATICA,20,0.538895,True,975,172.48,0.85598,0.461283,True,0.079139
10,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.580959,True,557,320.17,0.948369,0.550964,True,0.037075
10,engine-logica-022,LOGICA,22,0.607538,True,441,14.67,0.835071,0.507337,True,0.010496
10,engine-natura-023,NATURA,23,0.53219,True,502,587.36,0.894775,0.47619,True,0.085844
11,engine-cognitio-000,COGNITIO,0,0.518447,True,3,363.9,0.873621,0.452926,True,0.099587
11,engine-intelligentia-001,INTELLIGENTIA,1,0.549918,True,5,630.95,0.998671,0.549187,True,0.068116
11,engine-quantumia-002,QUANTUMIA,2,0.411992,True,6,404.39,0.836284,0.344542,True,0.206042
11,engine-resonantia-003,RESONANTIA,3,0.517952,True,9,628.91,0.998068,0.516951,True,0.100082
11,engine-harmonia-004,HARMONIA,4,0.582316,True,5,26.09,0.733006,0.426841,True,0.035718
11,engine-velocitas-005,VELOCITAS,5,0.642609,True,10,162.03,0.720448,0.462967,True,0.024575
11,engine-prudentia-006,PRUDENTIA,6,0.5284,True,2,679.21,0.863167,0.456097,True,0.089634
11,engine-fortitudo-007,FORTITUDO,7,0.701407,True,64,383.6,0.873408,0.612614,True,0.083373
11,engine-temperantia-008,TEMPERANTIA,8,0.757059,True,142,175.86,0.777891,0.588909,True,0.139025
11,engine-iustitia-009,IUSTITIA,9,0.728197,True,2,443.36,0.81286,0.591923,True,0.110163
11,engine-sapientia-010,SAPIENTIA,10,0.552047,True,70,249.06,0.709666,0.391769,True,0.065987
11,engine-memoria-011,MEMORIA,11,0.564443,True,116,423.22,0.757379,0.427497,True,0.053591
11,engine-imaginatio-012,IMAGINATIO,12,0.611019,True,876,131.24,0.806281,0.492653,True,0.007015
11,engine-veritas-013,VERITAS,13,0.650354,True,770,395.66,0.720145,0.468349,True,0.03232
11,engine-libertas-014,LIBERTAS,14,0.6982,True,599,134.04,0.923401,0.644718,True,0.080166
11,engine-dignitas-015,DIGNITAS,15,0.693344,True,772,23.16,0.874324,0.606207,True,0.07531
11,engine-concordia-016,CONCORDIA,16,0.520611,True,79,535.27,0.810811,0.422117,True,0.097423
11,engine-aeternitas-017,AETERNITAS,17,0.738672,True,375,276.51,0.835123,0.616882,True,0.120638
11,engine-providentia-018,PROVIDENTIA,18,0.579347,True,709,356.79,0.954333,0.55289,True,0.038687
11,engine-scientia-019,SCIENTIA,19,0.69831,True,951,433.9,0.833041,0.581721,True,0.080276
11,engine-mathematica-020,MATHEMATICA,20,0.607864,True,493,411.3,0.77115,0.468754,True,0.01017
11,engine-cryptographia-021,CRYPTOGRAPHIA,21,0.635522,True,208,409.11,0.87478,0.555942,True,0.017488
11,engine-logica-022,LOGICA,22,0.543384,True,911,648.83,0.929104,0.50486,True,0.07465
11,engine-natura-023,NATURA,23,0.551923,True,573,599.29,0.777026,0.428858,True,0.066111
12,engine-cognitio-000,COGNITIO,0,0.731605,True,3,103.79,0.954406,0.698248,True,0.113571
